"Name","Address","Rating","Reviews","Website","Phone","Lead Score"
"Davina Kotulski, PhD","1000 Fremont Ave, Second Floor, South Pasadena, CA 91030","5","26","https://www.yelp.com/biz/davina-kotulski-phd-south-pasadena-4?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 200-4375","Low"
"Indigenous Circle of Wellness","5800 S Eastern Ave, Ste 500, Commerce, CA 90040","5","9","https://www.yelp.com/biz/indigenous-circle-of-wellness-commerce-5?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 782-5570","Low"
"Mobile Modern Massage","5609 Whittier Blvd, Los Angeles, CA 90022","5","15","https://www.yelp.com/biz/mobile-modern-massage-los-angeles?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(323) 996-1328","Low"
"Heal From the Ground Up","Irvine, CA 92612","4.9","125","https://www.yelp.com/biz/heal-from-the-ground-up-irvine-2?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 253-4728","Low"
"Atwater Village Therapy","3306 Glendale Blvd, Los Angeles, CA 90039","5","8","https://www.yelp.com/biz/atwater-village-therapy-los-angeles?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(323) 200-9168","Low"
"Emotional Health Coaching","5252 Orange Ave, Ste 106, Cypress, CA 90630","4.9","91","https://www.yelp.com/biz/emotional-health-coaching-cypress-4?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 901-1400","Low"
"Water Flower Massage","2413 S Garfield Ave, Monterey Park, CA 91754","3.9","130","https://www.yelp.com/biz/water-flower-massage-monterey-park?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 348-3898","Low"
"Healing by Releasing","Los Angeles, CA 90001","5","3","https://www.yelp.com/biz/healing-by-releasing-los-angeles-4?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 999-0911","Low"
"Journeys To Heal","303 North Glenoaks Blvd, Ste 200, Burbank, CA 91502","5","196","https://www.yelp.com/biz/journeys-to-heal-burbank-4?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(818) 605-0089","Low"
"Here Counseling","520 Grand Ave, Ste 671, Los Angeles, CA 90071","4.4","7","https://www.yelp.com/biz/here-counseling-los-angeles?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(323) 209-5504","Low"
