"Name","Address","Rating","Reviews","Website","Phone","Lead Score"
"Brysani Corporation","13963 Amar Rd, Ste K, La Puente, CA 91746","5","8","https://www.yelp.com/biz/brysani-corporation-la-puente?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 813-1010","Low"
"Fix Your Credit Consulting","4741 Laurel Canyon Blvd, Ste 205, Studio City, CA 91607","4.9","239","https://www.yelp.com/biz/fix-your-credit-consulting-studio-city-3?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(877) 212-2450","Low"
"A Credit Repairs","La Puente, CA 91744","5","1","https://www.yelp.com/biz/a-credit-repairs-la-puente?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(888) 839-4362","Low"
"Taxes by Marlene","15576 E Gale Ave, Hacienda Heights, CA 91745","4.5","243","https://www.yelp.com/biz/taxes-by-marlene-hacienda-heights-3?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 330-1040","Low"
"The Tax Doctor Financial Consulting","6743 Bright Ave, Whittier, CA 90601","5","63","https://www.yelp.com/biz/the-tax-doctor-preparation-and-financial-consulting-inc-whittier?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(562) 550-9600","Low"
"Gerber Kawasaki Wealth & Investment Management","2437 Main St, Santa Monica, CA 90405","4.8","218","https://www.yelp.com/biz/gerber-kawasaki-wealth-and-investment-management-santa-monica?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(310) 399-6397","Low"
"Second Chance Financial","123 E Arrow Hwy, San Dimas, CA 91773","4.7","198","https://www.yelp.com/biz/second-chance-financial-san-dimas?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(909) 634-8097","Low"
"Hacienda Tax Associates","2020 Vallecito Dr, Hacienda Heights, CA 91745","5","1","https://www.yelp.com/biz/hacienda-tax-associates-hacienda-heights?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 961-9254","Low"
"Wong & Shao CPAs","17700 Castleton St, Ste 288, City of Industry, CA 91748","4.7","25","https://www.yelp.com/biz/wong-and-shao-cpas-city-of-industry?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 400-5677","Low"
"Banc of California","220 S Vincent Ave, West Covina, CA 91361","5","9","https://www.yelp.com/biz/banc-of-california-west-covina?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 919-5761","Low"
