"Name","Address","Rating","Reviews","Website","Phone","Lead Score"
"NM Financial Services","La Puente, CA 91746","5","3","https://www.yelp.com/biz/nm-financial-services-la-puente?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 362-3259","Low"
"Taxes by Marlene","15576 E Gale Ave, Hacienda Heights, CA 91745","4.5","243","https://www.yelp.com/biz/taxes-by-marlene-hacienda-heights-3?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 330-1040","Low"
"Wong & Shao CPAs","17700 Castleton St, Ste 288, City of Industry, CA 91748","4.7","25","https://www.yelp.com/biz/wong-and-shao-cpas-city-of-industry?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 400-5677","Low"
"Hacienda Insurance Services","1124 N Hacienda Blvd, La Puente, CA 91744","4","64","https://www.yelp.com/biz/hacienda-insurance-services-la-puente-3?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 918-2021","Low"
"La Puente Income Tax","15816 Main St, La Puente, CA 91744","4.8","12","https://www.yelp.com/biz/la-puente-income-tax-la-puente?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 336-2484","Low"
"Solidence","Hacienda Heights, CA 91745","4.9","15","https://www.yelp.com/biz/solidence-hacienda-heights?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 935-9776","Low"
"Monica's Tax Service","4707 Peck Rd, El Monte, CA 91732","4.7","111","https://www.yelp.com/biz/monicas-tax-service-el-monte?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 672-0503","Low"
"Grace Tax Group","20955 Pathfinder Rd, Ste 100, Diamond Bar, CA 91765","4.6","22","https://www.yelp.com/biz/grace-tax-group-diamond-bar-2?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(909) 843-6321","Low"
"Rivas Tax Services","West Covina, CA 91790","5","24","https://www.yelp.com/biz/rivas-tax-services-west-covina-6?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 831-8960","Low"
"Mey's Insurance Services","13732 Amar Rd, La Puente, CA 91746","5","2","https://www.yelp.com/biz/meys-insurance-services-la-puente?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 205-3959","Low"
