"Name","Address","Rating","Reviews","Website","Phone","Lead Score"
"Virgo Brothers Landscape","Los Angeles, CA 90032","4.8","14","https://www.yelp.com/biz/virgo-brothers-landscape-los-angeles?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(323) 360-7357","Low"
"Flores Artscape","3959 Eagle Rock Blvd, Los Angeles, CA 90065","4.5","426","https://www.yelp.com/biz/flores-artscape-los-angeles-5?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(323) 666-3510","Low"
"Liu Landscape","9422 E Las Tunas Dr, Temple City, CA 91780","4.5","48","https://www.yelp.com/biz/liu-landscape-temple-city-2?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 888-9915","Low"
"Serenity Gardening & Landscaping Services","City of Industry, CA 91744","4.5","132","https://www.yelp.com/biz/serenity-gardening-and-landscaping-services-city-of-industry?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 956-3891","Low"
"Jca landcare","Los Angeles, CA 90033","4.8","6","https://www.yelp.com/biz/jca-landcare-los-angeles?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(323) 945-6462","Low"
"Aquatic Irrigations","Los Angeles, CA 90001","5","1","https://www.yelp.com/biz/aquatic-irrigations-los-angeles-2?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(424) 655-6754","Low"
"Scenic View Landscape","Glendora, CA 91741","5","23","https://www.yelp.com/biz/scenic-view-landscape-glendora-4?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 428-8380","Low"
"Parklife Landscape","Monterey Park, CA 91754","5","6","https://www.yelp.com/biz/parklife-landscape-monterey-park-2?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(562) 234-6662","Low"
"Miguel's Gardening Service","Altadena, CA 91001","4.7","127","https://www.yelp.com/biz/miguels-gardening-service-altadena-7?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 786-6334","Low"
"Midwest Landscaping","318 N Indiana St, Los Angeles , CA 90063","4.4","46","https://www.yelp.com/biz/midwest-landscaping-los-angeles?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(562) 755-9914","Low"
