"Name","Address","Rating","Reviews","Website","Phone","Lead Score"
"Jeff Huang, CPA","1641 W Main St, Ste 218, Alhambra, CA 91801","4.4","119","https://www.yelp.com/biz/jeff-huang-cpa-alhambra-2?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 943-2888","Low"
"A & G Income Tax Services","4555 E 3rd St, East Los Angeles, CA 90022","5","5","https://www.yelp.com/biz/a-and-g-income-tax-services-east-los-angeles?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(323) 881-9848","Low"
"My Tax Studio","Monterey Park, CA 91754","5","17","https://www.yelp.com/biz/my-tax-studio-monterey-park?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(818) 457-6190","Low"
"Jane J. Lee, CPA","1255 Corporate Center Dr, Ste 308, Monterey Park, CA 91754","5","4","https://www.yelp.com/biz/jane-j-lee-cpa-monterey-park?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(323) 980-4349","Low"
"Prestige Tax Group","360 West Ave 26, Los Angeles, CA 90031","5","59","https://www.yelp.com/biz/prestige-tax-group-los-angeles?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(310) 571-8703","Low"
"Angel Zhen, CPA EA MSTax","177 E Colorado Blvd, Pasadena, CA 91105","4.7","102","https://www.yelp.com/biz/angel-zhen-cpa-ea-mstax-pasadena-2?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(424) 454-7018","Low"
"Sadorian & Company, Inc","500 N Via Val Verde, Montebello, CA 90640","4.4","7","https://www.yelp.com/biz/sadorian-and-company-inc-montebello?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(323) 721-6970","Low"
"Quinones & Co","3507 W Beverly Blvd, Montebello, CA 90640","4.7","12","https://www.yelp.com/biz/quinones-and-co-montebello-5?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(323) 597-1152","Low"
"Hirose Crystal CPA","256 Monterey Pass Rd, Monterey Park, CA 91754","5","7","https://www.yelp.com/biz/hirose-crystal-cpa-monterey-park?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(626) 284-9499","Low"
"Mofrad Financial Solutions","1111 Corporate Center Dr, Ste 305, Monterey Park, CA 91754","4.5","17","https://www.yelp.com/biz/mofrad-financial-solutions-monterey-park?adjust_creative=0EyRJ_fNdM0cFTzbMFl4gA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0EyRJ_fNdM0cFTzbMFl4gA","(213) 388-8412","Low"
